date,pb_source,putWall,callWall,current,emLower,emUpper,r1,r2,s1,s2,scenario,scen_name,trigger_text,bias_text,trig_kind,trig_level,structure,target1,target2,trig_lo,trig_hi,short_hint
2026-05-07,ai,7300.0,7400.0,7365.0,,,7277.0,7295.0,7237.0,7216.0,alternative,Breakout Rally Continuation,Sustained hold > 7400 (Call Wall) post-08:30 ET,"WAIT for Productivity catalyst to resolve. If ES futures clear and hold above 7400, positive gamma flips supportive of controlled upside toward 7446 expected move target. Use a debit call vertical (7400/7446) for defined-risk participation in the breakout.",above,7400.0,bull_call_debit,7446.0,,,,
2026-05-07,ai,7300.0,7400.0,7365.0,,,7277.0,7295.0,7237.0,7216.0,neutral,Rangebound Chop,ES futures oscillate between 7300 and 7400 after 08:30 ET,WAIT for post-catalyst price discovery. Deploy an iron condor selling the 7300 Put Wall and 7400 Call Wall as short strikes with wings at 7216 (S2) and 7446 (upside expected move target) to harvest positive gamma dampening through the session.,between,,iron_condor,,,7300.0,7400.0,
2026-05-08,ai,7300.0,7350.0,7337.0,,,7392.0,7418.0,7316.0,7268.0,primary,Mean Reversion Grind,Holding > 7305 after 08:30 ET NFP (Vol Dampening toward 7350),WAIT for NFP at 08:30 ET before entry. Positive gamma favors range compression between 7300 and 7350; sell a call credit spread at 7350/7392 or iron condor anchored at 7300 put wall and 7350 call wall targeting premium decay into Friday close.,above,7305.0,iron_condor,,,,,
2026-05-08,ai,7300.0,7350.0,7337.0,,,7392.0,7418.0,7316.0,7268.0,alternative,Breakout Continuation Higher,Sustained Hold > 7350 post-NFP resolution (Vol Expansion toward 7392),"WAIT for NFP at 08:30 ET before entry. If 7350 Call Wall is cleared and holds on a retest, initiate a bull call debit spread targeting R1 at 7392; size modestly as positive gamma will dampen extension beyond 7392 toward R2 at 7418.",above,7350.0,bull_call_debit,7392.0,,,,
2026-05-08,ai,7300.0,7350.0,7337.0,,,7392.0,7418.0,7316.0,7268.0,neutral,Rangebound Chop,ES futures oscillating between 7300 and 7350 post-NFP with no directional resolve,"WAIT for NFP at 08:30 ET before entry. Deploy an iron condor with short strikes at 7300 put wall and 7350 call wall, long wings at 7268 (S2) and 7392 (R1); positive gamma and elevated calendar risk into Friday close support premium compression within this defined range.",between,,iron_condor,,,7300.0,7350.0,7300.0
2026-05-11,ai,7300.0,7400.0,7399.0,,,7374.0,7412.0,7311.0,7284.0,primary,Call Wall Rejection,Rejection at 7400 (Call Wall),Positive gamma dampens breakout attempts at the 7400 Call Wall. Favor a bear call spread (7400/7412) or short-dated put debit spread targeting reversion toward 7360.,reject_at,7400.0,bear_put_debit,7360.0,,,,
2026-05-11,ai,7300.0,7400.0,7399.0,,,7374.0,7412.0,7311.0,7284.0,alternative,Upside Extension,Sustained hold > 7400 with acceptance above 7412 (R2),"If price digests above 7412, dealers must hedge long delta, amplifying upside toward 7484. Use a bull call debit spread (7412/7484) to define risk on continuation.",above,7400.0,bull_call_debit,7484.0,,,,
2026-05-11,ai,7300.0,7400.0,7399.0,,,7374.0,7412.0,7311.0,7284.0,neutral,Rangebound Chop,ES oscillates between 7300 (Put Wall) and 7400 (Call Wall),Positive gamma supports range containment. Deploy an iron condor selling the 7300 put side and 7400 call side with wings at 7284/7412 to capture premium within the defined corridor.,between,,iron_condor,,,7300.0,7400.0,
2026-05-12,ai,7370.0,7450.0,7413.0,,,7413.0,7426.0,7374.0,7349.0,primary,Bearish Mean-Reversion,Rejection < 7420 (GEX Flip) after CPI,"WAIT for 08:30 CPI release before entry. If ES fails to reclaim 7420 post-CPI, initiate a bear call spread targeting 7374 (S1). Positive gamma dampens moves but flip proximity keeps bears in control below 7420.",below,7420.0,call_credit,7374.0,,,,
2026-05-12,ai,7370.0,7450.0,7413.0,,,7413.0,7426.0,7374.0,7349.0,alternative,Bullish Flip Breakout,Holding > 7420 (GEX Flip) after CPI,"WAIT for 08:30 CPI release before entry. If ES clears and holds 7420 post-CPI, initiate a bull call spread targeting 7450 (Call Wall). Dealer hedging flips supportive above 7420; cap size given positive gamma dampening.",above,7420.0,bull_call_debit,7450.0,,,,
2026-05-12,ai,7370.0,7450.0,7413.0,,,7413.0,7426.0,7374.0,7349.0,neutral,Rangebound Chop,ES oscillates between 7370 (Put Wall) and 7450 (Call Wall) after CPI,"WAIT for 08:30 CPI resolution before entry. If no directional conviction develops, sell an iron condor with short strikes at 7370 and 7450, wings at 7349 (S2) and 7501 (upside EM target). Positive gamma regime favors premium decay inside this range.",between,,iron_condor,,,7370.0,7450.0,7370.0
2026-05-13,ai,7375.0,7450.0,7401.0,,,7433.0,7453.0,7388.0,7364.0,primary,Mean Reversion Chop,Holding between 7375 and 7450 (Positive Gamma Range),"Positive gamma dampens directional moves — ES futures sit below the 7450 GEX Flip with modest upside gap. Favor iron condors sold at the 7375 put wall / 7450 call wall strikes, or short iron butterfly centered near 7400.",between,,iron_condor,,,7375.0,7450.0,
2026-05-13,ai,7375.0,7450.0,7401.0,,,7433.0,7453.0,7388.0,7364.0,alternative,Breakout Rally Continuation,Sustained Hold > 7450 (Call Wall / GEX Flip Breakout),"A confirmed close above 7450 flips gamma regime and forces dealer hedging higher toward R2 at 7453 and the 7484 upside expected move target. Deploy a bull call debit spread targeting 7453–7484, entered only on a clean hold above 7450.",above,7450.0,bull_call_debit,7453.0,,,,
2026-05-13,ai,7375.0,7450.0,7401.0,,,7433.0,7453.0,7388.0,7364.0,neutral,Rangebound Compression,ES futures oscillate between 7375 (Put Wall) and 7450 (Call Wall),"With positive gamma suppressing volatility and VIX at 17.9, structure an iron condor with short strikes at 7375 and 7450, collecting premium within the defined range. Manage at 50% max profit or exit on a decisive break of either wall.",between,,iron_condor,,,7375.0,7450.0,7375.0
2026-05-14,ai,7400.0,7500.0,7444.0,,,7428.0,7454.0,7356.0,7312.0,primary,Bullish Mean Reversion,Holding > 7400.0 with drift toward 7500.0,Positive gamma dampens volatility — favor bull call debit spread targeting the 7500.0 Call Wall. Consider 7428/7500 call vertical to cap risk while capturing upside drift.,above,7400.0,bull_call_debit,7500.0,,,,
2026-05-14,ai,7400.0,7500.0,7444.0,,,7428.0,7454.0,7356.0,7312.0,alternative,Gap Fill Breakdown,Break < 7400.0 (Vol Expansion toward 7356.0),Failure of the Put Wall at 7400.0 opens a move to S1 at 7356.0. Use a bear put debit spread structured around 7400/7356 to define risk on the downside flush.,below,7400.0,bear_put_debit,,,,,
2026-05-14,ai,7400.0,7500.0,7444.0,,,7428.0,7454.0,7356.0,7312.0,neutral,Rangebound Chop,Oscillating between 7400.0 and 7500.0,"With ES pinned between the Put Wall (7400.0) and Call Wall (7500.0) in positive gamma, sell an iron condor using 7400/7380 put spread and 7500/7520 call spread to harvest premium in a compressed range.",between,,iron_condor,,,7400.0,7500.0,
2026-05-15,ai,7500.0,7525.0,7501.0,,,7478.0,7511.0,7393.0,7342.0,primary,Rangebound Mean Reversion,Holding between 7500 and 7525 (Positive Gamma Compression),Positive gamma dampens directional moves; fade edges with iron condors using 7500 put wall as lower bound and 7525 call wall as upper bound. Sell iron condors with wings near 7412 and 7590 expected move targets.,between,,iron_condor,,,7500.0,7525.0,
2026-05-15,ai,7500.0,7525.0,7501.0,,,7478.0,7511.0,7393.0,7342.0,alternative,Breakout Rally,Sustained break > 7525 (Call Wall reclaim),"If price clears 7525 with conviction, initiate a bull call debit spread targeting R2 at 7511 as interim confirmation and 7590 as upside expected move reach. Keep defined risk with vertical call spreads.",above,7525.0,bull_call_debit,7511.0,7590.0,,,
2026-05-15,ai,7500.0,7525.0,7501.0,,,7478.0,7511.0,7393.0,7342.0,neutral,Sideways Chop,Price oscillates between 7500 and 7525 without clean breakout or breakdown,"Deploy a narrow iron condor selling the 7500 put wall and 7525 call wall as short strikes, with long wings near S1 at 7393 and 7590. Collect premium in low-conviction, range-bound conditions typical of positive gamma Fridays.",between,,iron_condor,,,7500.0,7525.0,
2026-05-18,ai,7350.0,7500.0,7408.0,,,7527.0,7554.0,7465.0,7428.0,primary,Bearish Gap Continuation,Break < 7350 (Vol Expansion),"Negative gamma amplifies downside momentum on a Put Wall breach. Favor a bear put debit spread targeting S2 at 7428 as initial resistance, with break below 7350 opening acceleration toward 7318 expected move target.",below,7350.0,bear_put_debit,7428.0,,,,
2026-05-18,ai,7350.0,7500.0,7408.0,,,7527.0,7554.0,7465.0,7428.0,alternative,Gap Fill Recovery,Holding > 7465 (S1 Reclaim),"If buyers absorb the overnight gap and ES reclaims 7465, dealers chase upside in negative gamma. Use a bull call debit spread targeting the Call Wall at 7500 or R1 at 7527.",above,7465.0,bull_call_debit,7500.0,,,,
2026-05-18,ai,7350.0,7500.0,7408.0,,,7527.0,7554.0,7465.0,7428.0,neutral,Rangebound Chop,Contained between 7350 and 7500,"With ES oscillating between the Put Wall at 7350 and Call Wall at 7500, sell an iron condor with short strikes at 7350 put side and 7500 call side, collecting premium in a defined 150-point range.",between,,iron_condor,,,7350.0,7500.0,7350.0
2026-05-19,ai,7400.0,7425.0,7403.0,,,7443.0,7478.0,7386.0,7363.0,primary,Breakdown Expansion,"Break < 7400 (Put Wall breach, vol expansion)","Negative gamma below the 7400 Put Wall amplifies downside momentum — dealers forced to sell dips. Target S1 at 7386 then S2 at 7363. Use a bear put debit spread (e.g., long 7400 / short 7363 put vertical) to define risk on the move lower.",below,7400.0,bear_put_debit,7386.0,7363.0,,,
2026-05-19,ai,7400.0,7425.0,7403.0,,,7443.0,7478.0,7386.0,7363.0,alternative,Bullish Breakout Rally,Holding > 7425 (Call Wall reclaim and hold),"A sustained push above the 7425 Call Wall flips dealer flow to chasing upside in negative gamma. Target R1 at 7443 then R2 at 7478. Use a bull call debit spread (e.g., long 7425 / short 7478 call vertical) to capture the extension with defined risk.",above,7425.0,bull_call_debit,7443.0,7478.0,,,
2026-05-19,ai,7400.0,7425.0,7403.0,,,7443.0,7478.0,7386.0,7363.0,neutral,Rangebound Chop,Holding between 7400 and 7425 (Put Wall to Call Wall range),"With ES pinned between the 7400 Put Wall and 7425 Call Wall, intraday oscillation is likely without a directional catalyst. Sell an iron condor centered in this range (e.g., short 7400 put / long 7386 put / short 7425 call / long 7443 call) to harvest premium from the tight 25-point corridor.",between,,iron_condor,,,7400.0,7425.0,
2026-05-20,ai,7340.0,7400.0,7354.0,,,7440.0,7478.0,7359.0,7316.0,primary,Bullish Breakout Continuation,Holding > 7359 (S1) post-FOMC Minutes and push toward 7400 Call Wall,"WAIT for FOMC Minutes (14:00 ET) before entry. In negative gamma above Put Wall 7340 with upside room to Call Wall 7400, favor bull call debit spreads targeting 7400; size conservatively given amplification risk.",above,7359.0,bull_call_debit,7400.0,,,,
2026-05-20,ai,7340.0,7400.0,7354.0,,,7440.0,7478.0,7359.0,7316.0,alternative,Breakdown Expansion,Break < 7340 (Put Wall) post-FOMC Minutes confirmation,WAIT for FOMC Minutes (14:00 ET) before entry. A sustained close below 7340 triggers negative gamma dealer selling cascade toward 7316 (S2) and 7271 expected move target; use bear put debit spreads or put vertical spreads with strikes anchored at 7340/7271.,below,7340.0,bear_put_debit,7316.0,,,,
2026-05-20,ai,7340.0,7400.0,7354.0,,,7440.0,7478.0,7359.0,7316.0,neutral,Rangebound Chop,ES futures oscillating between 7340 (Put Wall) and 7400 (Call Wall) without directional conviction post-catalyst,"WAIT for FOMC Minutes (14:00 ET) resolution. If range holds, sell iron condors with short strikes at 7340 put-side and 7400 call-side, wings at 7316/7440 for defined risk; negative gamma makes this scenario less probable so keep size minimal.",between,,iron_condor,,,7340.0,7400.0,7340.0
2026-05-21,ai,7400.0,7475.0,7433.0,,,7388.0,7423.0,7326.0,7299.0,primary,Mean Reversion Chop,Holding between 7400 and 7475 (Rangebound),"Positive gamma dampens directional moves. Sell iron condors with short strikes at 7400 put wall and 7475 call wall, or deploy a credit spread fading any push toward 7475.",between,,iron_condor,7475.0,,7400.0,7475.0,7400.0
2026-05-21,ai,7400.0,7475.0,7433.0,,,7388.0,7423.0,7326.0,7299.0,alternative,Breakout Rally Continuation,Holding > 7475 (GEX Flip / Call Wall breach),A confirmed close above 7475 flips dealer hedging to chase upside toward 7513. Use a bull call debit spread targeting 7513 with defined risk below 7475.,above,7475.0,bull_call_debit,7513.0,,,,
2026-05-21,ai,7400.0,7475.0,7433.0,,,7388.0,7423.0,7326.0,7299.0,neutral,Rangebound Compression,Oscillating between 7400 and 7475 (Put Wall to Call Wall range),Fade edges of the 7400–7475 range with tight iron condors or short vertical spreads. Avoid chasing breakouts intraday; let gamma suppression work in your favor.,between,,iron_condor,,,7400.0,7475.0,
2026-05-22,ai,7400.0,7500.0,7446.0,,,7460.0,7487.0,7382.0,7330.0,primary,Muted Upside Grind,Holding > 7400.0 with price pressing toward 7460.0,Positive gamma dampens directional moves; favor a bull call spread targeting 7460.0 resistance or a cash-secured upside call vertical. Avoid aggressive directional sizing — dealer hedging absorbs momentum.,above,7400.0,bull_call_debit,7460.0,,,,
2026-05-22,ai,7400.0,7500.0,7446.0,,,7460.0,7487.0,7382.0,7330.0,alternative,Rollover Fade,Break < 7400.0 (Vol Expansion toward 7382.0),A Put Wall breach flips dealer hedging supportive flow negative; initiate a bear put debit spread with strikes bracketing 7400.0 to 7330.0. Keep width tight given Friday decay risk and calendar risk at 3/5.,below,7400.0,bear_put_debit,,,,,
2026-05-22,ai,7400.0,7500.0,7446.0,,,7460.0,7487.0,7382.0,7330.0,neutral,Rangebound Chop,Oscillating between 7400.0 and 7500.0 without conviction break,"Deploy an iron condor with short strikes at 7400.0 put side and 7500.0 call side, wings at 7330.0 and 7526.0. Positive gamma compresses realized vol — collect premium and manage at 50% profit, mindful of Friday pin risk near 7460.0.",between,,iron_condor,,,7400.0,7500.0,7400.0
2026-05-26,ai,7375.0,7500.0,7473.0,,,7478.0,7510.0,7401.0,7357.0,primary,Bullish Flip Breakout,Holding > 7475 (GEX Flip) after CB Consumer Confidence (10:00 ET),"WAIT for 10:00 ET Consumer Confidence before entry. On confirmed hold above 7475, favor a bull call debit spread targeting the 7500 Call Wall, with strikes centered around 7475/7510 (R2). Size conservatively given borderline positive gamma.",above,7475.0,bull_call_debit,7500.0,,,,
2026-05-26,ai,7375.0,7500.0,7473.0,,,7478.0,7510.0,7401.0,7357.0,alternative,Rejection Breakdown,Break < 7475 and failure at 7401 (S1) after CB Consumer Confidence (10:00 ET),"WAIT for 10:00 ET catalyst to resolve. If ES rolls over below 7475 and loses 7401 (S1), initiate a bear put debit spread using 7401/7357 (S1/S2) as the target range. Negative gamma amplification risk increases on a clean S1 break.",below,7475.0,bear_put_debit,,,,,
2026-05-26,ai,7375.0,7500.0,7473.0,,,7478.0,7510.0,7401.0,7357.0,neutral,Rangebound Chop,Oscillating between 7375 (Put Wall) and 7500 (Call Wall) with no decisive close outside,"WAIT for 10:00 ET Consumer Confidence before committing. If price remains pinned in the 7375–7500 band, sell an iron condor with short strikes at 7375/7500 and long wings at 7357 (S2) and 7510 (R2) to collect premium in the dampened positive-gamma range.",between,,iron_condor,,,7375.0,7500.0,7375.0
2026-05-27,ai,7450.0,7530.0,7519.0,,,7499.0,7524.0,7456.0,7438.0,primary,Breakout Rally,Holding > 7505 with push through 7530 (Call Wall breach),"Positive gamma is borderline and ES is 11 pts below the Call Wall with a 1.21% gap up — a sustained hold above 7505 GEX Flip targeting a breakout through 7530 Call Wall favors a bull call debit spread (e.g., 7530/7560 or targeting 7599 upside reach). Dealers in near-negative territory will amplify a",above,7505.0,bull_call_debit,7530.0,,,,
2026-05-27,ai,7450.0,7530.0,7519.0,,,7499.0,7524.0,7456.0,7438.0,alternative,Gap Fade Breakdown,Break < 7505 GEX Flip and failure at 7456 (S1),"If ES loses 7505 and confirms below S1 at 7456, the gap-up momentum reverses and downside acceleration toward S2 7438 / expected move target 7439 becomes likely. Use a bear put debit spread (e.g., 7450/7420) or a put vertical targeting the 7439 downside reach level.",below,7505.0,bear_put_debit,7438.0,,,,
2026-05-27,ai,7450.0,7530.0,7519.0,,,7499.0,7524.0,7456.0,7438.0,neutral,Rangebound Chop,Oscillating between 7450 (Put Wall) and 7530 (Call Wall),"With positive gamma dampening moves inside the 7450–7530 corridor, favor an iron condor selling the 7450 put side and the 7530 call side with wings at 7438 and 7545 respectively. Collect premium while price chops between the walls; manage at 50% profit or close if either wall is cleanly breached.",between,,iron_condor,,,7450.0,7530.0,
2026-05-28,ai,7475.0,7530.0,7520.0,,,7538.0,7558.0,7500.0,7482.0,primary,Bearish Drift Lower,Rejection < 7530 (GEX Flip) after PCE release at 08:30 ET,"WAIT for PCE data before entry. If ES fails to reclaim 7530 post-data, favor a bear call spread with short leg near 7530 and long leg at 7558 (R2), targeting a drift toward S1 at 7500 or S2 at 7482. ES is below the GEX flip in borderline positive gamma, biasing toward mean-reversion lower.",below,7530.0,call_credit,7500.0,,,,
2026-05-28,ai,7475.0,7530.0,7520.0,,,7538.0,7558.0,7500.0,7482.0,alternative,Bullish Breakout Continuation,Sustained hold > 7530 (Call Wall / GEX Flip) after PCE release at 08:30 ET,"WAIT for PCE confirmation before entry. If ES clears and holds 7530 post-data, initiate a bull call debit spread with long leg at 7530 and short leg at 7558 (R2), targeting upside expected move reach at 7599. Regime is borderline positive gamma, so a flip to negative amplifies any breakout move.",above,7530.0,bull_call_debit,7599.0,,,,
2026-05-28,ai,7475.0,7530.0,7520.0,,,7538.0,7558.0,7500.0,7482.0,neutral,Rangebound Chop,ES oscillates between 7475 (Put Wall) and 7530 (Call Wall) after 08:30 ET catalyst resolves inconclusively,"WAIT for post-PCE price action to confirm range containment. If ES holds within the 7475–7530 band, deploy an iron condor with short strikes at 7475 and 7530, long wings at 7482 (S2) and 7538 (R1) for defined-risk premium collection. Positive gamma regime supports dampened, mean-reverting price acti",between,,iron_condor,,,7475.0,7530.0,7475.0
2026-05-29,ai,7550.0,7600.0,7564.0,,,7534.0,7548.0,7503.0,7486.0,primary,Rangebound Chop,Holding between 7550 and 7600 (Mean-Reversion),"Positive gamma dampens moves within the Put Wall/Call Wall range. Favor iron condors or credit spreads using 7550 put side and 7600 call side as short strikes, targeting premium decay into Friday close.",between,,iron_condor,,,7550.0,7600.0,
2026-05-29,ai,7550.0,7600.0,7564.0,,,7534.0,7548.0,7503.0,7486.0,alternative,Breakout Rally,Holding > 7600 (Call Wall Breach),A sustained push through 7600 opens a run toward the 7640 upside expected move target. Deploy a bull call debit spread targeting 7600–7640 only on a confirmed close above 7600.,above,7600.0,bull_call_debit,7640.0,,,,
2026-05-29,ai,7550.0,7600.0,7564.0,,,7534.0,7548.0,7503.0,7486.0,neutral,Breakdown Pullback,Break < 7550 (Put Wall Failure),"A break below the 7550 Put Wall exposes S1 at 7503 and S2 at 7486. Use a bear put debit spread targeting 7550–7486 on a confirmed breakdown, keeping risk defined to spread width.",below,7550.0,bear_put_debit,7550.0,,,,
2026-06-01,ai,7550.0,7600.0,7580.0,,,7586.0,7607.0,7525.0,7486.0,primary,Mean-Reversion Chop,Holding between 7550 and 7600 (Positive Gamma Range),Positive gamma dampens directional moves — favor income structures within the 7550–7600 range. Deploy an iron condor using 7550 put wall and 7600 call wall as short strikes with wings at 7525 (S1) and 7607 (R2).,between,,iron_condor,,,7550.0,7600.0,
2026-06-01,ai,7550.0,7600.0,7580.0,,,7586.0,7607.0,7525.0,7486.0,alternative,Call Wall Breakout,Sustained hold > 7600 (Call Wall) with acceptance above 7607 (R2),A confirmed break and close above 7600 invalidates the rangebound premise — shift to a bull call debit spread targeting the 7656 upside expected move reach. Structure long 7600 / short 7656 call vertical to define risk.,above,7600.0,bull_call_debit,7656.0,,,,
2026-06-01,ai,7550.0,7600.0,7580.0,,,7586.0,7607.0,7525.0,7486.0,neutral,Rangebound Consolidation,ES futures oscillate between 7550 (Put Wall) and 7600 (Call Wall),"With VIX at 15.82 and positive gamma suppressing volatility, sell premium inside the walls. A tight iron butterfly centered at 7580 with wings at 7550 and 7600 captures theta decay in a low-expansion environment.",between,,iron_fly,,,7550.0,7600.0,
2026-06-02,ai,7550.0,7615.0,7600.0,,,7598.0,7617.0,7563.0,7545.0,primary,Bullish Breakout Push,"Holding > 7590 post-JOLTs, confirmed break above 7615 (Call Wall / R2 confluence)","WAIT for JOLTs (10:00 ET) before entry. If ES holds above 7590 GEX Flip and clears 7615, initiate a bull call debit spread targeting 7677 upside reach. Near the positive/negative gamma boundary — a close above 7615 risks dealer gamma flip, amplifying upside.",above,7590.0,bull_call_debit,7677.0,,,,
2026-06-02,ai,7550.0,7615.0,7600.0,,,7598.0,7617.0,7563.0,7545.0,alternative,Breakdown Toward Put Wall,"Break < 7590 (GEX Flip) post-JOLTs, confirmed failure below 7563 (S1)",WAIT for JOLTs (10:00 ET) before entry. A JOLTs miss driving ES below 7590 then 7563 opens a path toward 7550 Put Wall and 7545 S2. Use a bear put debit spread or put vertical with strikes anchored at 7563 / 7545 to define risk.,below,7590.0,bear_put_debit,7550.0,,,,
2026-06-02,ai,7550.0,7615.0,7600.0,,,7598.0,7617.0,7563.0,7545.0,neutral,Rangebound Compression Chop,ES oscillates between 7550 (Put Wall) and 7615 (Call Wall) post-JOLTs with no decisive close outside either wall,"WAIT for JOLTs (10:00 ET) resolution. Positive gamma dampens directional moves — sell an iron condor with short strikes at 7550 put side and 7615 call side, long wings at 7523 and 7677 (expected move bounds) to collect premium in the compressed range.",between,,iron_condor,,,7550.0,7615.0,7550.0
2026-06-03,ai,7580.0,7630.0,7610.0,,,7624.0,7648.0,7569.0,7538.0,primary,Rangebound Mean-Reversion,Holding between 7580 and 7630 (Positive Gamma Dampening),"Positive gamma suppresses directional follow-through. Sell iron condors with short strikes near 7580 put wall and 7630 call wall, or deploy a tight iron butterfly centered near 7610 to harvest theta in the compressed range.",between,,iron_condor,,,7580.0,7630.0,7580.0
2026-06-03,ai,7580.0,7630.0,7610.0,,,7624.0,7648.0,7569.0,7538.0,alternative,Breakout Rally Continuation,Sustained hold > 7630 (Call Wall Break),"A close above 7630 invites dealer hedging tailwinds toward R2 at 7648. Use a bull call debit spread targeting 7648, buying the 7630 strike and selling the 7648 strike to define risk on the breakout leg.",above,7630.0,bull_call_debit,7648.0,7648.0,,,
2026-06-03,ai,7580.0,7630.0,7610.0,,,7624.0,7648.0,7569.0,7538.0,neutral,Breakdown Compression Test,Break < 7580 (Put Wall Breach) with acceptance below S1 7569,A sustained move under 7580 opens a test of S1 at 7569 and S2 at 7538. Structure a bear put debit spread buying the 7580 put and selling the 7538 put to cap cost while targeting the downside expected move reach at 7533.,below,7580.0,bear_put_debit,7533.0,,,,
2026-06-04,ai,7550.0,7600.0,7554.0,,,7626.0,7642.0,7588.0,7567.0,primary,Breakdown Continuation Lower,Break < 7550 (Vol Expansion),"Negative gamma below Put Wall amplifies downside — dealers forced to sell dips. Target 7475 via bear put debit spread (e.g., 7550/7475 put vertical) or bear call credit spread with short strike at 7600.",below,7550.0,bear_put_debit,7475.0,,,,7600.0
2026-06-04,ai,7550.0,7600.0,7554.0,,,7626.0,7642.0,7588.0,7567.0,alternative,Reclaim Bullish Reversal,Holding > 7600 (Call Wall Reclaim),"A sustained push through 7600 flips dealer hedging to upside chasing. Use bull call debit spread (e.g., 7600/7642 call vertical targeting R2) on confirmed close above 7600.",above,7600.0,bull_call_debit,7600.0,,,,
2026-06-04,ai,7550.0,7600.0,7554.0,,,7626.0,7642.0,7588.0,7567.0,neutral,Rangebound Chop,Holding between 7550 and 7600,Price pinned between Put Wall 7550 and Call Wall 7600 with negative gamma creating whipsaw. Sell an iron condor with short strikes at 7550/7600 and wings at 7475/7642 to harvest premium in the chop zone.,between,,iron_condor,,,7550.0,7600.0,7550.0
2026-06-05,ai,7550.0,7600.0,7584.0,,,7589.0,7624.0,7535.0,7516.0,primary,Mean Reversion Chop,Holding between 7550 and 7600 post-NFP,WAIT for NFP (08:30 ET) before entry. Positive gamma dampens moves — fade extremes with iron condors using 7550 put wall as lower bound and 7600 call wall as upper bound. Sell call spreads near 7600 and put spreads near 7550.,between,,iron_condor,,,7550.0,7600.0,
2026-06-05,ai,7550.0,7600.0,7584.0,,,7589.0,7624.0,7535.0,7516.0,alternative,Bullish Breakout Continuation,Hold > 7600 (GEX Flip / Call Wall) post-NFP confirmation,"WAIT for NFP (08:30 ET) before entry. A close above 7600 flips gamma negative and dealers chase upside — use a bull call debit spread targeting R2 at 7624, with the long strike near 7600 and short strike at 7624.",above,7600.0,bull_call_debit,7624.0,7624.0,,,7624.0
2026-06-05,ai,7550.0,7600.0,7584.0,,,7589.0,7624.0,7535.0,7516.0,neutral,Rangebound Consolidation,Oscillating between 7550 (Put Wall) and 7600 (Call Wall) all session,"WAIT for NFP (08:30 ET) before entry. Deploy an iron condor with short strikes at 7550 and 7600, wings at S2 7516 and R2 7624 for defined risk. Collect premium as positive gamma pins price inside the walls through Friday close.",between,,iron_condor,,,7550.0,7600.0,7550.0
2026-06-08,ai,7375.0,7500.0,7384.0,,,7616.0,7648.0,7535.0,7485.0,primary,Breakdown Continuation,Break < 7375 (Vol Expansion),Negative gamma below Put Wall amplifies downside. Favor bear put debit spreads targeting 7292 with short strike near 7292. Consider put vertical 7375/7292.,below,7375.0,bear_put_debit,7292.0,,,,7292.0
2026-06-08,ai,7375.0,7500.0,7384.0,,,7616.0,7648.0,7535.0,7485.0,alternative,Oversold Bounce Rally,Holding > 7375 and reclaim of 7485,Gap-down reversal back through S2 at 7485 signals failed breakdown. Use bull call debit spreads or call verticals targeting 7500 Call Wall.,above,7375.0,bull_call_debit,7500.0,,,,
2026-06-08,ai,7375.0,7500.0,7384.0,,,7616.0,7648.0,7535.0,7485.0,neutral,Rangebound Chop,Contained between 7375 and 7500,"Price oscillates within Put Wall 7375 to Call Wall 7500 range. Sell iron condors with short strikes at 7375 put-side and 7500 call-side, defined wings at 7292 and 7648.",between,,iron_condor,,,7375.0,7500.0,7375.0
2026-06-09,ai,7375.0,7450.0,7406.0,,,7494.0,7605.0,7321.0,7258.0,primary,Bullish Gap Continuation,Holding > 7375.0 (Put Wall support) with upside target at 7450.0 Call Wall,"Negative gamma amplifies the overnight gap-up momentum. Use a bull call debit spread (e.g., 7400/7450 strikes) targeting the Call Wall at 7450.0, or a put credit spread selling below 7375.0 to collect premium while leaning long.",above,7375.0,bull_call_debit,7450.0,,,,
2026-06-09,ai,7375.0,7450.0,7406.0,,,7494.0,7605.0,7321.0,7258.0,alternative,Gap Fill Breakdown,Break < 7375.0 (Put Wall) — Vol Expansion toward S1 7321.0,"Failure of the Put Wall at 7375.0 in negative gamma triggers dealer selling amplification. Deploy a bear put debit spread (e.g., 7375/7321 strikes) targeting S1 at 7321.0 as the first downside objective.",below,7375.0,bear_put_debit,7321.0,,,,
2026-06-09,ai,7375.0,7450.0,7406.0,,,7494.0,7605.0,7321.0,7258.0,neutral,Rangebound Chop,Oscillating between 7375.0 (Put Wall) and 7450.0 (Call Wall),"Price pinned between walls in a 75-point range is an iron condor environment. Sell an iron condor with short strikes at 7375.0 and 7450.0, with wings at 7321.0 (S1) and 7494.0 (R1) to define maximum risk.",between,,iron_condor,,,7375.0,7450.0,7375.0
2026-06-10,ai,7355.0,7525.0,7387.0,,,7450.0,7494.0,7378.0,7351.0,primary,Breakdown Continuation Lower,Break < 7378 (S1) post-CPI — Vol Expansion toward 7355 Put Wall,"WAIT for CPI print at 08:30 ET before entry. On confirmed break below 7378, deploy a bear put debit spread (e.g., 7378/7288 strikes) targeting the 7288 expected move downside. Negative gamma amplifies the move — dealers forced to sell into weakness.",below,7378.0,bear_put_debit,7288.0,,,,
